"geographicAreaM49","aquastatElement","ts_length","count_raw","ts_expansion","count_imp","true_imp","share_NA_imp","definitions"
"Bolivia (Plurinational State of)",4192,53,12,41,53,41,77.3584905660377,"Dependency ratio"
"Bolivia (Plurinational State of)",4253,23,2,21,23,21,91.304347826087,"Total water withdrawal"
"Bolivia (Plurinational State of)",4254,23,2,21,23,21,91.304347826087,"Agricultural water withdrawal as % of total water withdrawal"
"Bolivia (Plurinational State of)",4255,23,2,21,23,21,91.304347826087,"Municipal water withdrawal as % of total withdrawal"
"Bolivia (Plurinational State of)",4256,23,2,21,23,21,91.304347826087,"Industrial water withdrawal as % of total water withdrawal"
"Bolivia (Plurinational State of)",4257,23,2,21,23,21,91.304347826087,"Total water withdrawal per capita"
"Bolivia (Plurinational State of)",4263,23,2,21,23,21,91.304347826087,"Total freshwater withdrawal (primary and secondary)"
"Bolivia (Plurinational State of)",4271,1,1,0,1,0,0,"Agricultural water requirement as % of agricultural water withdrawal"
"Bolivia (Plurinational State of)",4273,22,3,19,22,19,86.3636363636364,"Agricultural water withdrawal as % of total renewable water resources"
"Bolivia (Plurinational State of)",4275,23,2,21,23,21,91.304347826087,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources"
"Bolivia (Plurinational State of)",4311,12,2,10,12,10,83.3333333333333,"Area equipped for full control irrigation: total"
"Bolivia (Plurinational State of)",4313,51,2,49,51,49,96.078431372549,"Area equipped for irrigation: total"
"Bolivia (Plurinational State of)",4317,12,2,10,12,10,83.3333333333333,"Total agricultural water managed area"
"Bolivia (Plurinational State of)",4319,12,2,10,12,10,83.3333333333333,"% of agricultural water managed area equipped for irrigation"
"Bolivia (Plurinational State of)",4323,1,1,0,1,0,0,"% of area equipped for irrigation by groundwater"
"Bolivia (Plurinational State of)",4324,1,1,0,1,0,0,"% of area equipped for irrigation by surface water"
"Bolivia (Plurinational State of)",4328,1,1,0,1,0,0,"% of the area equipped for irrigation actually irrigated"
"Bolivia (Plurinational State of)",4330,12,2,10,12,10,83.3333333333333,"% of irrigation potential equipped for irrigation"
"Bolivia (Plurinational State of)",4331,12,2,10,12,10,83.3333333333333,"% of the cultivated area equipped for irrigation"
"Bolivia (Plurinational State of)",4445,1,1,0,1,0,0,"% of area equipped for irrigation salinized"
"Bolivia (Plurinational State of)",4450,23,2,21,23,21,91.304347826087,"Freshwater withdrawal as % of internal renewable water resources"
"Bolivia (Plurinational State of)",4455,8,2,6,8,6,75,"Conservation agriculture area as % of arable land area"
"Bolivia (Plurinational State of)",4457,23,2,21,23,21,91.304347826087,"Municipal water withdrawal per capita (total population)"
"Bolivia (Plurinational State of)",4458,54,12,42,54,42,77.7777777777778,"GDP per Capita"
"Bolivia (Plurinational State of)",4459,1,1,0,1,0,0,"Area equipped for full control irrigation: pressurized (sprinkler + localized)"
"Bolivia (Plurinational State of)",4462,1,1,0,1,0,0,"Harvested irrigated crop area as % of the full control irrigation area actually irrigated"
"Bolivia (Plurinational State of)",4463,1,1,0,1,0,0,"% of area equipped for full control irrigation actually irrigated"
"Bolivia (Plurinational State of)",4464,1,1,0,1,0,0,"Irrigated cropping intensity"
"Bolivia (Plurinational State of)",4466,1,1,0,1,0,0,"% of area equipped by direct use of treated municipal wastewater"
"Bolivia (Plurinational State of)",4467,23,2,21,23,21,91.304347826087,"Freshwater withdrawal as % of total water withdrawal"
"Bolivia (Plurinational State of)",4468,23,2,21,23,21,91.304347826087,"Municipal water withdrawal per capita (urban population)"
"Bolivia (Plurinational State of)",4470,53,12,41,53,41,77.3584905660377,"% of total country area cultivated"
"Bolivia (Plurinational State of)",4471,56,12,44,56,44,78.5714285714286,"Dam capacity per capita"
"Bolivia (Plurinational State of)",4514,1,1,0,1,0,0,"% of area equipped for irrigation by direct use of non-treated municipal wastewater"
"Bolivia (Plurinational State of)",4531,26,2,24,26,24,92.3076923076923,"Industrial water withdrawal per capita"
"Bolivia (Plurinational State of)",4532,26,3,23,26,23,88.4615384615385,"Agricultural water withdrawal per capita"
"Bolivia (Plurinational State of)",4538,33,8,25,33,25,75.7575757575758,"% of economically active population active in agriculture"
"Bolivia (Plurinational State of)",4550,23,2,21,23,21,91.304347826087,"Not defined6"
"Bolivia (Plurinational State of)",4551,23,2,21,23,21,91.304347826087,"Not defined7"
"Bolivia (Plurinational State of)",4552,22,3,19,22,19,86.3636363636364,"Not defined8"
"Bolivia (Plurinational State of)",4553,23,2,21,23,21,91.304347826087,"Not defined9"
"Bolivia (Plurinational State of)",4554,23,2,21,23,21,91.304347826087,"Not defined10"
"Bolivia (Plurinational State of)",4555,1,1,0,1,0,0,"Not defined11"
"Bolivia (Plurinational State of)",4556,1,1,0,1,0,0,"Not defined12"
"Bosnia and Herzegovina",4103,43,10,33,43,33,76.7441860465116,"Cultivated area (arable land + permanent crops)"
"Bosnia and Herzegovina",4105,24,6,18,24,18,75,"Rural population"
"Bosnia and Herzegovina",4107,24,6,18,24,18,75,"Population density"
"Bosnia and Herzegovina",4108,23,6,17,23,17,73.9130434782609,"Population economically active in agriculture"
"Bosnia and Herzegovina",4150,23,6,17,23,17,73.9130434782609,"Long-term average annual precipitation in volume"
"Bosnia and Herzegovina",4157,23,6,17,23,17,73.9130434782609,"Total internal renewable water resources (IRWR)"
"Bosnia and Herzegovina",4158,23,6,17,23,17,73.9130434782609,"Total internal renewable water resources per capita"
"Bosnia and Herzegovina",4164,23,6,17,23,17,73.9130434782609,"Surface water: accounted inflow"
"Bosnia and Herzegovina",4176,23,6,17,23,17,73.9130434782609,"Surface water: total external renewable"
"Bosnia and Herzegovina",4182,23,6,17,23,17,73.9130434782609,"Water resources: total external renewable"
"Bosnia and Herzegovina",4185,23,6,17,23,17,73.9130434782609,"Total renewable surface water"
"Bosnia and Herzegovina",4187,23,6,17,23,17,73.9130434782609,"Total renewable groundwater"
"Bosnia and Herzegovina",4188,23,6,17,23,17,73.9130434782609,"Total renewable water resources"
"Bosnia and Herzegovina",4190,23,6,17,23,17,73.9130434782609,"Total renewable water resources per capita"
"Bosnia and Herzegovina",4192,23,6,17,23,17,73.9130434782609,"Dependency ratio"
"Bosnia and Herzegovina",4253,9,3,6,9,6,66.6666666666667,"Total water withdrawal"
"Bosnia and Herzegovina",4256,1,1,0,1,0,0,"Industrial water withdrawal as % of total water withdrawal"
"Bosnia and Herzegovina",4257,9,3,6,9,6,66.6666666666667,"Total water withdrawal per capita"
"Bosnia and Herzegovina",4263,9,3,6,9,6,66.6666666666667,"Total freshwater withdrawal (primary and secondary)"
"Bosnia and Herzegovina",4275,9,3,6,9,6,66.6666666666667,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources"
"Bosnia and Herzegovina",4311,1,1,0,1,0,0,"Area equipped for full control irrigation: total"
"Bosnia and Herzegovina",4313,6,2,4,6,4,66.6666666666667,"Area equipped for irrigation: total"
"Bosnia and Herzegovina",4317,6,2,4,6,4,66.6666666666667,"Total agricultural water managed area"
"Bosnia and Herzegovina",4319,6,2,4,6,4,66.6666666666667,"% of agricultural water managed area equipped for irrigation"
"Bosnia and Herzegovina",4331,6,2,4,6,4,66.6666666666667,"% of the cultivated area equipped for irrigation"
"Bosnia and Herzegovina",4450,9,3,6,9,6,66.6666666666667,"Freshwater withdrawal as % of internal renewable water resources"
"Bosnia and Herzegovina",4457,1,1,0,1,0,0,"Municipal water withdrawal per capita (total population)"
"Bosnia and Herzegovina",4458,19,5,14,19,14,73.6842105263158,"GDP per Capita"
"Bosnia and Herzegovina",4467,9,3,6,9,6,66.6666666666667,"Freshwater withdrawal as % of total water withdrawal"
"Bosnia and Herzegovina",4468,1,1,0,1,0,0,"Municipal water withdrawal per capita (urban population)"
"Bosnia and Herzegovina",4470,23,6,17,23,17,73.9130434782609,"% of total country area cultivated"
"Bosnia and Herzegovina",4471,21,5,16,21,16,76.1904761904762,"Dam capacity per capita"
"Bosnia and Herzegovina",4531,1,1,0,1,0,0,"Industrial water withdrawal per capita"
"Bosnia and Herzegovina",4538,23,6,17,23,17,73.9130434782609,"% of economically active population active in agriculture"
"Bosnia and Herzegovina",4550,9,3,6,9,6,66.6666666666667,"Not defined6"
"Bosnia and Herzegovina",4553,1,1,0,1,0,0,"Not defined9"
"Bosnia and Herzegovina",4554,1,1,0,1,0,0,"Not defined10"
"Bosnia and Herzegovina",4556,1,1,0,1,0,0,"Not defined12"
"Brazil",4103,53,12,41,53,41,77.3584905660377,"Cultivated area (arable land + permanent crops)"
"Brazil",4105,54,12,42,54,42,77.7777777777778,"Rural population"
"Brazil",4107,54,12,42,54,42,77.7777777777778,"Population density"
"Brazil",4108,33,8,25,33,25,75.7575757575758,"Population economically active in agriculture"
"Brazil",4150,53,12,41,53,41,77.3584905660377,"Long-term average annual precipitation in volume"
"Brazil",4157,53,12,41,53,41,77.3584905660377,"Total internal renewable water resources (IRWR)"
"Brazil",4158,53,12,41,53,41,77.3584905660377,"Total internal renewable water resources per capita"
"Brazil",4164,53,12,41,53,41,77.3584905660377,"Surface water: accounted inflow"
"Brazil",4176,53,12,41,53,41,77.3584905660377,"Surface water: total external renewable"
"Brazil",4182,53,12,41,53,41,77.3584905660377,"Water resources: total external renewable"
"Brazil",4185,53,12,41,53,41,77.3584905660377,"Total renewable surface water"
"Brazil",4187,53,12,41,53,41,77.3584905660377,"Total renewable groundwater"
"Brazil",4188,53,12,41,53,41,77.3584905660377,"Total renewable water resources"
"Brazil",4190,53,12,41,53,41,77.3584905660377,"Total renewable water resources per capita"
"Brazil",4192,53,12,41,53,41,77.3584905660377,"Dependency ratio"
"Brazil",4253,24,4,20,24,20,83.3333333333333,"Total water withdrawal"
"Brazil",4254,15,3,12,15,12,80,"Agricultural water withdrawal as % of total water withdrawal"
"Brazil",4255,15,3,12,15,12,80,"Municipal water withdrawal as % of total withdrawal"
"Brazil",4256,15,3,12,15,12,80,"Industrial water withdrawal as % of total water withdrawal"
"Brazil",4257,24,4,20,24,20,83.3333333333333,"Total water withdrawal per capita"
"Brazil",4263,24,4,20,24,20,83.3333333333333,"Total freshwater withdrawal (primary and secondary)"
"Brazil",4271,1,1,0,1,0,0,"Agricultural water requirement as % of agricultural water withdrawal"
"Brazil",4273,15,3,12,15,12,80,"Agricultural water withdrawal as % of total renewable water resources"
"Brazil",4275,24,4,20,24,20,83.3333333333333,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources"
"Brazil",4300,1,1,0,1,0,0,"Total cultivated area drained"
"Brazil",4305,1,1,0,1,0,0,"% of total cultivated area drained"
"Brazil",4311,13,3,10,13,10,76.9230769230769,"Area equipped for full control irrigation: total"
"Brazil",4313,50,3,47,50,47,94,"Area equipped for irrigation: total"
"Brazil",4317,13,3,10,13,10,76.9230769230769,"Total agricultural water managed area"
"Brazil",4319,13,3,10,13,10,76.9230769230769,"% of agricultural water managed area equipped for irrigation"
"Brazil",4323,3,2,1,3,1,33.3333333333333,"% of area equipped for irrigation by groundwater"
"Brazil",4324,3,2,1,3,1,33.3333333333333,"% of area equipped for irrigation by surface water"
"Brazil",4325,1,1,0,1,0,0,"% of area equipped for irrigation by mixed surface water and groundwater"
"Brazil",4328,1,1,0,1,0,0,"% of the area equipped for irrigation actually irrigated"
"Brazil",4330,13,3,10,13,10,76.9230769230769,"% of irrigation potential equipped for irrigation"
"Brazil",4331,13,3,10,13,10,76.9230769230769,"% of the cultivated area equipped for irrigation"
"Brazil",4445,1,1,0,1,0,0,"% of area equipped for irrigation salinized"
"Brazil",4450,24,4,20,24,20,83.3333333333333,"Freshwater withdrawal as % of internal renewable water resources"
"Brazil",4455,36,8,28,36,28,77.7777777777778,"Conservation agriculture area as % of arable land area"
"Brazil",4457,15,3,12,15,12,80,"Municipal water withdrawal per capita (total population)"
"Brazil",4458,54,12,42,54,42,77.7777777777778,"GDP per Capita"
"Brazil",4459,13,3,10,13,10,76.9230769230769,"Area equipped for full control irrigation: pressurized (sprinkler + localized)"
"Brazil",4462,1,1,0,1,0,0,"Harvested irrigated crop area as % of the full control irrigation area actually irrigated"
"Brazil",4463,1,1,0,1,0,0,"% of area equipped for full control irrigation actually irrigated"
"Brazil",4464,1,1,0,1,0,0,"Irrigated cropping intensity"
"Brazil",4467,24,4,20,24,20,83.3333333333333,"Freshwater withdrawal as % of total water withdrawal"
"Brazil",4468,15,3,12,15,12,80,"Municipal water withdrawal per capita (urban population)"
"Brazil",4470,53,12,41,53,41,77.3584905660377,"% of total country area cultivated"
"Brazil",4471,56,12,44,56,44,78.5714285714286,"Dam capacity per capita"
"Brazil",4531,16,3,13,16,13,81.25,"Industrial water withdrawal per capita"
"Brazil",4532,16,3,13,16,13,81.25,"Agricultural water withdrawal per capita"
"Brazil",4538,33,8,25,33,25,75.7575757575758,"% of economically active population active in agriculture"
"Brazil",4550,24,4,20,24,20,83.3333333333333,"Not defined6"
"Brazil",4551,15,3,12,15,12,80,"Not defined7"
"Brazil",4552,15,3,12,15,12,80,"Not defined8"
"Brazil",4553,15,3,12,15,12,80,"Not defined9"
"Brazil",4554,15,3,12,15,12,80,"Not defined10"
"Brazil",4555,1,1,0,1,0,0,"Not defined11"
"Brazil",4556,1,1,0,1,0,0,"Not defined12"
"Cameroon",4103,53,12,41,53,41,77.3584905660377,"Cultivated area (arable land + permanent crops)"
"Cameroon",4105,54,12,42,54,42,77.7777777777778,"Rural population"
"Cameroon",4107,54,12,42,54,42,77.7777777777778,"Population density"
"Cameroon",4108,33,8,25,33,25,75.7575757575758,"Population economically active in agriculture"
"Cameroon",4150,53,12,41,53,41,77.3584905660377,"Long-term average annual precipitation in volume"
"Cameroon",4157,53,12,41,53,41,77.3584905660377,"Total internal renewable water resources (IRWR)"
"Cameroon",4158,53,12,41,53,41,77.3584905660377,"Total internal renewable water resources per capita"
"Cameroon",4164,53,12,41,53,41,77.3584905660377,"Surface water: accounted inflow"
"Cameroon",4176,53,12,41,53,41,77.3584905660377,"Surface water: total external renewable"
"Cameroon",4182,53,12,41,53,41,77.3584905660377,"Water resources: total external renewable"
"Cameroon",4185,53,12,41,53,41,77.3584905660377,"Total renewable surface water"
"Cameroon",4187,53,12,41,53,41,77.3584905660377,"Total renewable groundwater"
"Cameroon",4188,53,12,41,53,41,77.3584905660377,"Total renewable water resources"
"Cameroon",4190,53,12,41,53,41,77.3584905660377,"Total renewable water resources per capita"
"Cameroon",4192,53,12,41,53,41,77.3584905660377,"Dependency ratio"
"Cameroon",4253,14,3,11,14,11,78.5714285714286,"Total water withdrawal"
"Cameroon",4254,14,3,11,14,11,78.5714285714286,"Agricultural water withdrawal as % of total water withdrawal"
"Cameroon",4255,14,3,11,14,11,78.5714285714286,"Municipal water withdrawal as % of total withdrawal"
"Cameroon",4256,14,3,11,14,11,78.5714285714286,"Industrial water withdrawal as % of total water withdrawal"
"Cameroon",4257,14,3,11,14,11,78.5714285714286,"Total water withdrawal per capita"
"Cameroon",4263,14,3,11,14,11,78.5714285714286,"Total freshwater withdrawal (primary and secondary)"
"Cameroon",4271,1,1,0,1,0,0,"Agricultural water requirement as % of agricultural water withdrawal"
"Cameroon",4273,14,3,11,14,11,78.5714285714286,"Agricultural water withdrawal as % of total renewable water resources"
"Cameroon",4275,14,3,11,14,11,78.5714285714286,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources"
"Cameroon",4311,14,2,12,14,12,85.7142857142857,"Area equipped for full control irrigation: total"
"Cameroon",4313,14,2,12,14,12,85.7142857142857,"Area equipped for irrigation: total"
"Cameroon",4317,14,2,12,14,12,85.7142857142857,"Total agricultural water managed area"
"Cameroon",4319,14,2,12,14,12,85.7142857142857,"% of agricultural water managed area equipped for irrigation"
"Cameroon",4323,1,1,0,1,0,0,"% of area equipped for irrigation by groundwater"
"Cameroon",4324,1,1,0,1,0,0,"% of area equipped for irrigation by surface water"
"Cameroon",4330,14,2,12,14,12,85.7142857142857,"% of irrigation potential equipped for irrigation"
"Cameroon",4331,14,2,12,14,12,85.7142857142857,"% of the cultivated area equipped for irrigation"
"Cameroon",4450,14,3,11,14,11,78.5714285714286,"Freshwater withdrawal as % of internal renewable water resources"
"Cameroon",4457,19,4,15,19,15,78.9473684210526,"Municipal water withdrawal per capita (total population)"
"Cameroon",4458,54,12,42,54,42,77.7777777777778,"GDP per Capita"
"Cameroon",4459,1,1,0,1,0,0,"Area equipped for full control irrigation: pressurized (sprinkler + localized)"
"Cameroon",4462,1,1,0,1,0,0,"Harvested irrigated crop area as % of the full control irrigation area actually irrigated"
"Cameroon",4463,1,1,0,1,0,0,"% of area equipped for full control irrigation actually irrigated"
"Cameroon",4464,1,1,0,1,0,0,"Irrigated cropping intensity"
"Cameroon",4467,14,3,11,14,11,78.5714285714286,"Freshwater withdrawal as % of total water withdrawal"
"Cameroon",4468,19,4,15,19,15,78.9473684210526,"Municipal water withdrawal per capita (urban population)"
"Cameroon",4470,53,12,41,53,41,77.3584905660377,"% of total country area cultivated"
"Cameroon",4471,56,12,44,56,44,78.5714285714286,"Dam capacity per capita"
"Cameroon",4531,21,4,17,21,17,80.9523809523809,"Industrial water withdrawal per capita"
"Cameroon",4532,16,3,13,16,13,81.25,"Agricultural water withdrawal per capita"
"Cameroon",4538,33,8,25,33,25,75.7575757575758,"% of economically active population active in agriculture"
"Cameroon",4550,14,3,11,14,11,78.5714285714286,"Not defined6"
"Cameroon",4551,14,3,11,14,11,78.5714285714286,"Not defined7"
"Cameroon",4552,14,3,11,14,11,78.5714285714286,"Not defined8"
"Cameroon",4553,19,4,15,19,15,78.9473684210526,"Not defined9"
"Cameroon",4554,19,4,15,19,15,78.9473684210526,"Not defined10"
"Cameroon",4556,1,1,0,1,0,0,"Not defined12"
"Canada",4103,53,12,41,53,41,77.3584905660377,"Cultivated area (arable land + permanent crops)"
"Canada",4105,54,12,42,54,42,77.7777777777778,"Rural population"
"Canada",4107,54,12,42,54,42,77.7777777777778,"Population density"
"Canada",4108,33,8,25,33,25,75.7575757575758,"Population economically active in agriculture"
"Canada",4150,53,12,41,53,41,77.3584905660377,"Long-term average annual precipitation in volume"
"Canada",4157,53,12,41,53,41,77.3584905660377,"Total internal renewable water resources (IRWR)"
"Canada",4158,53,12,41,53,41,77.3584905660377,"Total internal renewable water resources per capita"
"Canada",4164,53,12,41,53,41,77.3584905660377,"Surface water: accounted inflow"
"Canada",4176,53,12,41,53,41,77.3584905660377,"Surface water: total external renewable"
"Canada",4182,53,12,41,53,41,77.3584905660377,"Water resources: total external renewable"
"Canada",4185,53,12,41,53,41,77.3584905660377,"Total renewable surface water"
"Canada",4187,53,12,41,53,41,77.3584905660377,"Total renewable groundwater"
"Canada",4188,53,12,41,53,41,77.3584905660377,"Total renewable water resources"
"Canada",4190,53,12,41,53,41,77.3584905660377,"Total renewable water resources per capita"
"Canada",4192,53,12,41,53,41,77.3584905660377,"Dependency ratio"
"Canada",4253,24,5,19,24,19,79.1666666666667,"Total water withdrawal"
"Canada",4254,20,4,16,20,16,80,"Agricultural water withdrawal as % of total water withdrawal"
"Canada",4255,17,3,14,17,14,82.3529411764706,"Municipal water withdrawal as % of total withdrawal"
"Canada",4256,17,3,14,17,14,82.3529411764706,"Industrial water withdrawal as % of total water withdrawal"
"Canada",4257,24,5,19,24,19,79.1666666666667,"Total water withdrawal per capita"
"Canada",4263,24,5,19,24,19,79.1666666666667,"Total freshwater withdrawal (primary and secondary)"
"Canada",4271,1,1,0,1,0,0,"Agricultural water requirement as % of agricultural water withdrawal"
"Canada",4273,20,4,16,20,16,80,"Agricultural water withdrawal as % of total renewable water resources"
"Canada",4275,24,5,19,24,19,79.1666666666667,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources"
"Canada",4311,7,1,6,7,6,85.7142857142857,"Area equipped for full control irrigation: total"
"Canada",4313,46,1,45,46,45,97.8260869565217,"Area equipped for irrigation: total"
"Canada",4317,1,1,0,1,0,0,"Total agricultural water managed area"
"Canada",4319,1,1,0,1,0,0,"% of agricultural water managed area equipped for irrigation"
"Canada",4323,1,1,0,1,0,0,"% of area equipped for irrigation by groundwater"
"Canada",4324,1,1,0,1,0,0,"% of area equipped for irrigation by surface water"
"Canada",4328,1,1,0,1,0,0,"% of the area equipped for irrigation actually irrigated"
"Canada",4331,1,1,0,1,0,0,"% of the cultivated area equipped for irrigation"
"Canada",4450,24,5,19,24,19,79.1666666666667,"Freshwater withdrawal as % of internal renewable water resources"
"Canada",4455,23,6,17,23,17,73.9130434782609,"Conservation agriculture area as % of arable land area"
"Canada",4457,17,4,13,17,13,76.4705882352941,"Municipal water withdrawal per capita (total population)"
"Canada",4458,54,12,42,54,42,77.7777777777778,"GDP per Capita"
"Canada",4459,1,1,0,1,0,0,"Area equipped for full control irrigation: pressurized (sprinkler + localized)"
"Canada",4463,1,1,0,1,0,0,"% of area equipped for full control irrigation actually irrigated"
"Canada",4467,24,5,19,24,19,79.1666666666667,"Freshwater withdrawal as % of total water withdrawal"
"Canada",4468,17,4,13,17,13,76.4705882352941,"Municipal water withdrawal per capita (urban population)"
"Canada",4470,53,12,41,53,41,77.3584905660377,"% of total country area cultivated"
"Canada",4471,56,12,44,56,44,78.5714285714286,"Dam capacity per capita"
"Canada",4531,16,4,12,16,12,75,"Industrial water withdrawal per capita"
"Canada",4532,21,4,17,21,17,80.9523809523809,"Agricultural water withdrawal per capita"
"Canada",4538,33,8,25,33,25,75.7575757575758,"% of economically active population active in agriculture"
"Canada",4550,24,5,19,24,19,79.1666666666667,"Not defined6"
"Canada",4551,17,3,14,17,14,82.3529411764706,"Not defined7"
"Canada",4552,20,4,16,20,16,80,"Not defined8"
"Canada",4553,17,4,13,17,13,76.4705882352941,"Not defined9"
"Canada",4554,17,4,13,17,13,76.4705882352941,"Not defined10"
"Canada",4555,1,1,0,1,0,0,"Not defined11"
"Canada",4556,1,1,0,1,0,0,"Not defined12"
"Central African Republic",4103,53,12,41,53,41,77.3584905660377,"Cultivated area (arable land + permanent crops)"
"Central African Republic",4105,54,12,42,54,42,77.7777777777778,"Rural population"
"Central African Republic",4107,54,12,42,54,42,77.7777777777778,"Population density"
"Central African Republic",4108,33,8,25,33,25,75.7575757575758,"Population economically active in agriculture"
"Central African Republic",4150,53,12,41,53,41,77.3584905660377,"Long-term average annual precipitation in volume"
"Central African Republic",4157,53,12,41,53,41,77.3584905660377,"Total internal renewable water resources (IRWR)"
"Central African Republic",4158,53,12,41,53,41,77.3584905660377,"Total internal renewable water resources per capita"
"Central African Republic",4164,53,12,41,53,41,77.3584905660377,"Surface water: accounted inflow"
"Central African Republic",4176,53,12,41,53,41,77.3584905660377,"Surface water: total external renewable"
"Central African Republic",4182,53,12,41,53,41,77.3584905660377,"Water resources: total external renewable"
"Central African Republic",4185,53,12,41,53,41,77.3584905660377,"Total renewable surface water"
"Central African Republic",4187,53,12,41,53,41,77.3584905660377,"Total renewable groundwater"
"Central African Republic",4188,53,12,41,53,41,77.3584905660377,"Total renewable water resources"
"Central African Republic",4190,53,12,41,53,41,77.3584905660377,"Total renewable water resources per capita"
"Central African Republic",4192,53,12,41,53,41,77.3584905660377,"Dependency ratio"
"Central African Republic",4253,19,3,16,19,16,84.2105263157895,"Total water withdrawal"
"Central African Republic",4254,19,3,16,19,16,84.2105263157895,"Agricultural water withdrawal as % of total water withdrawal"
"Central African Republic",4255,19,3,16,19,16,84.2105263157895,"Municipal water withdrawal as % of total withdrawal"
"Central African Republic",4256,19,3,16,19,16,84.2105263157895,"Industrial water withdrawal as % of total water withdrawal"
"Central African Republic",4257,19,3,16,19,16,84.2105263157895,"Total water withdrawal per capita"
"Central African Republic",4263,19,3,16,19,16,84.2105263157895,"Total freshwater withdrawal (primary and secondary)"
"Central African Republic",4271,1,1,0,1,0,0,"Agricultural water requirement as % of agricultural water withdrawal"
"Central African Republic",4273,19,3,16,19,16,84.2105263157895,"Agricultural water withdrawal as % of total renewable water resources"
"Central African Republic",4275,19,3,16,19,16,84.2105263157895,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources"
"Central African Republic",4311,1,1,0,1,0,0,"Area equipped for full control irrigation: total"
"Central African Republic",4313,1,1,0,1,0,0,"Area equipped for irrigation: total"
"Central African Republic",4317,1,1,0,1,0,0,"Total agricultural water managed area"
"Central African Republic",4319,1,1,0,1,0,0,"% of agricultural water managed area equipped for irrigation"
"Central African Republic",4324,1,1,0,1,0,0,"% of area equipped for irrigation by surface water"
"Central African Republic",4328,1,1,0,1,0,0,"% of the area equipped for irrigation actually irrigated"
"Central African Republic",4330,1,1,0,1,0,0,"% of irrigation potential equipped for irrigation"
"Central African Republic",4331,1,1,0,1,0,0,"% of the cultivated area equipped for irrigation"
"Central African Republic",4450,19,3,16,19,16,84.2105263157895,"Freshwater withdrawal as % of internal renewable water resources"
"Central African Republic",4457,19,3,16,19,16,84.2105263157895,"Municipal water withdrawal per capita (total population)"
"Central African Republic",4458,54,12,42,54,42,77.7777777777778,"GDP per Capita"
"Central African Republic",4462,1,1,0,1,0,0,"Harvested irrigated crop area as % of the full control irrigation area actually irrigated"
"Central African Republic",4463,1,1,0,1,0,0,"% of area equipped for full control irrigation actually irrigated"
"Central African Republic",4464,1,1,0,1,0,0,"Irrigated cropping intensity"
"Central African Republic",4467,19,3,16,19,16,84.2105263157895,"Freshwater withdrawal as % of total water withdrawal"
"Central African Republic",4468,19,3,16,19,16,84.2105263157895,"Municipal water withdrawal per capita (urban population)"
"Central African Republic",4470,53,12,41,53,41,77.3584905660377,"% of total country area cultivated"
"Central African Republic",4531,21,3,18,21,18,85.7142857142857,"Industrial water withdrawal per capita"
"Central African Republic",4532,21,3,18,21,18,85.7142857142857,"Agricultural water withdrawal per capita"
"Central African Republic",4538,33,8,25,33,25,75.7575757575758,"% of economically active population active in agriculture"
"Central African Republic",4550,19,3,16,19,16,84.2105263157895,"Not defined6"
"Central African Republic",4551,19,3,16,19,16,84.2105263157895,"Not defined7"
"Central African Republic",4552,19,3,16,19,16,84.2105263157895,"Not defined8"
"Central African Republic",4553,19,3,16,19,16,84.2105263157895,"Not defined9"
"Central African Republic",4554,19,3,16,19,16,84.2105263157895,"Not defined10"
"Central African Republic",4556,1,1,0,1,0,0,"Not defined12"
"Chad",4103,53,12,41,53,41,77.3584905660377,"Cultivated area (arable land + permanent crops)"
"Chad",4105,54,12,42,54,42,77.7777777777778,"Rural population"
"Chad",4107,54,12,42,54,42,77.7777777777778,"Population density"
"Chad",4108,33,8,25,33,25,75.7575757575758,"Population economically active in agriculture"
"Chad",4150,53,12,41,53,41,77.3584905660377,"Long-term average annual precipitation in volume"
"Chad",4157,53,12,41,53,41,77.3584905660377,"Total internal renewable water resources (IRWR)"
"Chad",4158,53,12,41,53,41,77.3584905660377,"Total internal renewable water resources per capita"
"Chad",4164,53,12,41,53,41,77.3584905660377,"Surface water: accounted inflow"
"Chad",4176,53,12,41,53,41,77.3584905660377,"Surface water: total external renewable"
"Chad",4182,53,12,41,53,41,77.3584905660377,"Water resources: total external renewable"
"Chad",4185,53,12,41,53,41,77.3584905660377,"Total renewable surface water"
"Chad",4187,53,12,41,53,41,77.3584905660377,"Total renewable groundwater"
"Chad",4188,53,12,41,53,41,77.3584905660377,"Total renewable water resources"
"Chad",4190,53,12,41,53,41,77.3584905660377,"Total renewable water resources per capita"
"Chad",4192,53,12,41,53,41,77.3584905660377,"Dependency ratio"
"Chad",4253,19,3,16,19,16,84.2105263157895,"Total water withdrawal"
"Chad",4254,19,3,16,19,16,84.2105263157895,"Agricultural water withdrawal as % of total water withdrawal"
"Chad",4255,19,3,16,19,16,84.2105263157895,"Municipal water withdrawal as % of total withdrawal"
"Chad",4256,19,3,16,19,16,84.2105263157895,"Industrial water withdrawal as % of total water withdrawal"
"Chad",4257,19,3,16,19,16,84.2105263157895,"Total water withdrawal per capita"
