"geographicAreaM49","aquastatElement","ts_length","count_NA_raw","count_NA_imp","num_imp_values","share_NA_imp","description"
"Belarus",4305,17,17,0,17,100,"% of total cultivated area drained"
"Belarus",4311,17,17,0,17,100,"Area equipped for full control irrigation: total"
"Belarus",4313,17,17,0,17,100,"Area equipped for irrigation: total"
"Belarus",4317,17,17,0,17,100,"Total agricultural water managed area"
"Belarus",4319,17,13,0,13,76.4705882352941,"% of agricultural water managed area equipped for irrigation"
"Belarus",4323,17,16,0,16,94.1176470588235,"% of area equipped for irrigation by groundwater"
"Belarus",4324,17,16,0,16,94.1176470588235,"% of area equipped for irrigation by surface water"
"Belarus",4325,17,17,0,17,100,"% of area equipped for irrigation by mixed surface water and groundwater"
"Belarus",4327,17,17,0,17,100,"% of area equipped for irrigation power irrigated"
"Belarus",4328,17,16,0,16,94.1176470588235,"% of the area equipped for irrigation actually irrigated"
"Belarus",4330,17,17,0,17,100,"% of irrigation potential equipped for irrigation"
"Belarus",4331,17,17,0,17,100,"% of the cultivated area equipped for irrigation"
"Belarus",4445,17,17,0,17,100,"% of area equipped for irrigation salinized"
"Belarus",4446,17,14,0,14,82.3529411764706,"% of area equipped for irrigation drained"
"Belarus",4448,17,17,0,17,100,"Other agricultural water managed area"
"Belarus",4450,17,17,0,17,100,"Freshwater withdrawal as % of internal renewable water resources"
"Belarus",4455,17,17,0,17,100,"Conservation agriculture area as % of arable land area"
"Belarus",4457,17,17,0,17,100,"Municipal water withdrawal per capita (total population)"
"Belarus",4458,17,11,0,11,64.7058823529412,"GDP per Capita"
"Belarus",4459,17,17,0,17,100,"Area equipped for full control irrigation: pressurized (sprinkler + localized)"
"Belarus",4462,17,16,0,16,94.1176470588235,"Harvested irrigated crop area as % of the full control irrigation area actually irrigated"
"Belarus",4463,17,16,0,16,94.1176470588235,"% of area equipped for full control irrigation actually irrigated"
"Belarus",4464,17,16,0,16,94.1176470588235,"Irrigated cropping intensity"
"Belarus",4466,17,17,0,17,100,"% of area equipped by direct use of treated municipal wastewater"
"Belarus",4467,17,12,0,12,70.5882352941177,"Freshwater withdrawal as % of total water withdrawal"
"Belarus",4468,17,17,0,17,100,"Municipal water withdrawal per capita (urban population)"
"Belarus",4470,17,11,0,11,64.7058823529412,"% of total country area cultivated"
"Belarus",4471,17,17,0,17,100,"Dam capacity per capita"
"Belarus",4509,17,17,0,17,100,"Exploitable: total renewable surface water"
"Belarus",4514,17,17,0,17,100,"% of area equipped for irrigation by direct use of non-treated municipal wastewater"
"Belarus",4531,17,17,0,17,100,"Industrial water withdrawal per capita"
"Belarus",4532,17,17,0,17,100,"Agricultural water withdrawal per capita"
"Belarus",4533,17,17,0,17,100,"Area equipped by direct use of treated municipal wastewater"
"Belarus",4534,17,17,0,17,100,"Area equipped by direct use of not treated municipal wastewater"
"Belarus",4535,17,17,0,17,100,"Direct use of treated municipal wastewater"
"Belarus",4536,17,11,0,11,64.7058823529412,"Overlap: between surface water and groundwater"
"Belarus",4538,17,11,0,11,64.7058823529412,"% of economically active population active in agriculture"
"Bhutan",4103,17,5,0,5,29.4117647058824,"Cultivated area (arable land + permanent crops)"
"Bhutan",4105,17,5,0,5,29.4117647058824,"Rural population"
"Bhutan",4107,17,6,0,6,35.2941176470588,"Population density"
"Bhutan",4108,17,9,0,9,52.9411764705882,"Population economically active in agriculture"
"Bhutan",4150,17,5,0,5,29.4117647058824,"Long-term average annual precipitation in volume"
"Bhutan",4157,17,5,0,5,29.4117647058824,"Total internal renewable water resources (IRWR)"
"Bhutan",4158,17,6,0,6,35.2941176470588,"Total internal renewable water resources per capita"
"Bhutan",4164,17,5,0,5,29.4117647058824,"Surface water: accounted inflow"
"Bhutan",4176,17,5,0,5,29.4117647058824,"Surface water: total external renewable"
"Bhutan",4182,17,5,0,5,29.4117647058824,"Water resources: total external renewable"
"Bhutan",4185,17,5,0,5,29.4117647058824,"Total renewable surface water"
"Bhutan",4187,17,5,0,5,29.4117647058824,"Total renewable groundwater"
"Bhutan",4188,17,5,0,5,29.4117647058824,"Total renewable water resources"
"Bhutan",4190,17,6,0,6,35.2941176470588,"Total renewable water resources per capita"
"Bhutan",4192,17,5,0,5,29.4117647058824,"Dependency ratio"
"Bhutan",4196,17,17,0,17,100,"Total exploitable water resources"
"Bhutan",4253,17,16,0,16,94.1176470588235,"Total water withdrawal"
"Bhutan",4254,17,16,17,-1,-5.88235294117647,"Agricultural water withdrawal as % of total water withdrawal"
"Bhutan",4255,17,16,0,16,94.1176470588235,"Municipal water withdrawal as % of total withdrawal"
"Bhutan",4256,17,16,0,16,94.1176470588235,"Industrial water withdrawal as % of total water withdrawal"
"Bhutan",4257,17,17,0,17,100,"Total water withdrawal per capita"
"Bhutan",4263,17,17,0,17,100,"Total freshwater withdrawal (primary and secondary)"
"Bhutan",4271,17,17,17,0,0,"Agricultural water requirement as % of agricultural water withdrawal"
"Bhutan",4273,17,17,0,17,100,"Agricultural water withdrawal as % of total renewable water resources"
"Bhutan",4275,17,17,0,17,100,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources"
"Bhutan",4300,17,17,0,17,100,"Total cultivated area drained"
"Bhutan",4305,17,17,0,17,100,"% of total cultivated area drained"
"Bhutan",4311,17,17,0,17,100,"Area equipped for full control irrigation: total"
"Bhutan",4313,17,17,0,17,100,"Area equipped for irrigation: total"
"Bhutan",4317,17,17,0,17,100,"Total agricultural water managed area"
"Bhutan",4319,17,14,0,14,82.3529411764706,"% of agricultural water managed area equipped for irrigation"
"Bhutan",4323,17,17,0,17,100,"% of area equipped for irrigation by groundwater"
"Bhutan",4324,17,16,0,16,94.1176470588235,"% of area equipped for irrigation by surface water"
"Bhutan",4325,17,17,0,17,100,"% of area equipped for irrigation by mixed surface water and groundwater"
"Bhutan",4327,17,16,0,16,94.1176470588235,"% of area equipped for irrigation power irrigated"
"Bhutan",4328,17,15,0,15,88.2352941176471,"% of the area equipped for irrigation actually irrigated"
"Bhutan",4330,17,17,0,17,100,"% of irrigation potential equipped for irrigation"
"Bhutan",4331,17,16,0,16,94.1176470588235,"% of the cultivated area equipped for irrigation"
"Bhutan",4445,17,17,0,17,100,"% of area equipped for irrigation salinized"
"Bhutan",4446,17,17,0,17,100,"% of area equipped for irrigation drained"
"Bhutan",4448,17,17,0,17,100,"Other agricultural water managed area"
"Bhutan",4450,17,17,0,17,100,"Freshwater withdrawal as % of internal renewable water resources"
"Bhutan",4455,17,17,0,17,100,"Conservation agriculture area as % of arable land area"
"Bhutan",4457,17,16,0,16,94.1176470588235,"Municipal water withdrawal per capita (total population)"
"Bhutan",4458,17,9,0,9,52.9411764705882,"GDP per Capita"
"Bhutan",4459,17,17,0,17,100,"Area equipped for full control irrigation: pressurized (sprinkler + localized)"
"Bhutan",4462,17,16,0,16,94.1176470588235,"Harvested irrigated crop area as % of the full control irrigation area actually irrigated"
"Bhutan",4463,17,15,0,15,88.2352941176471,"% of area equipped for full control irrigation actually irrigated"
"Bhutan",4464,17,16,0,16,94.1176470588235,"Irrigated cropping intensity"
"Bhutan",4466,17,17,0,17,100,"% of area equipped by direct use of treated municipal wastewater"
"Bhutan",4467,17,16,17,-1,-5.88235294117647,"Freshwater withdrawal as % of total water withdrawal"
"Bhutan",4468,17,16,0,16,94.1176470588235,"Municipal water withdrawal per capita (urban population)"
"Bhutan",4470,17,5,0,5,29.4117647058824,"% of total country area cultivated"
"Bhutan",4471,17,17,0,17,100,"Dam capacity per capita"
"Bhutan",4509,17,17,0,17,100,"Exploitable: total renewable surface water"
"Bhutan",4514,17,17,0,17,100,"% of area equipped for irrigation by direct use of non-treated municipal wastewater"
"Bhutan",4531,17,16,0,16,94.1176470588235,"Industrial water withdrawal per capita"
"Bhutan",4532,17,17,0,17,100,"Agricultural water withdrawal per capita"
"Bhutan",4533,17,17,0,17,100,"Area equipped by direct use of treated municipal wastewater"
"Bhutan",4534,17,17,0,17,100,"Area equipped by direct use of not treated municipal wastewater"
"Bhutan",4535,17,17,0,17,100,"Direct use of treated municipal wastewater"
"Bhutan",4536,17,5,0,5,29.4117647058824,"Overlap: between surface water and groundwater"
"Bhutan",4538,17,9,0,9,52.9411764705882,"% of economically active population active in agriculture"
"Bolivia (Plurinational State of)",4103,30,18,0,18,60,"Cultivated area (arable land + permanent crops)"
"Bolivia (Plurinational State of)",4105,30,18,0,18,60,"Rural population"
"Bolivia (Plurinational State of)",4107,30,19,0,19,63.3333333333333,"Population density"
"Bolivia (Plurinational State of)",4108,30,22,0,22,73.3333333333333,"Population economically active in agriculture"
"Bolivia (Plurinational State of)",4150,30,18,0,18,60,"Long-term average annual precipitation in volume"
"Bolivia (Plurinational State of)",4157,30,18,0,18,60,"Total internal renewable water resources (IRWR)"
"Bolivia (Plurinational State of)",4158,30,19,0,19,63.3333333333333,"Total internal renewable water resources per capita"
"Bolivia (Plurinational State of)",4164,30,18,0,18,60,"Surface water: accounted inflow"
"Bolivia (Plurinational State of)",4176,30,18,0,18,60,"Surface water: total external renewable"
"Bolivia (Plurinational State of)",4182,30,18,0,18,60,"Water resources: total external renewable"
"Bolivia (Plurinational State of)",4185,30,18,0,18,60,"Total renewable surface water"
"Bolivia (Plurinational State of)",4187,30,18,0,18,60,"Total renewable groundwater"
"Bolivia (Plurinational State of)",4188,30,18,0,18,60,"Total renewable water resources"
"Bolivia (Plurinational State of)",4190,30,19,0,19,63.3333333333333,"Total renewable water resources per capita"
"Bolivia (Plurinational State of)",4192,30,18,0,18,60,"Dependency ratio"
"Bolivia (Plurinational State of)",4196,30,30,0,30,100,"Total exploitable water resources"
"Bolivia (Plurinational State of)",4253,30,29,0,29,96.6666666666667,"Total water withdrawal"
"Bolivia (Plurinational State of)",4254,30,29,0,29,96.6666666666667,"Agricultural water withdrawal as % of total water withdrawal"
"Bolivia (Plurinational State of)",4255,30,28,0,28,93.3333333333333,"Municipal water withdrawal as % of total withdrawal"
"Bolivia (Plurinational State of)",4256,30,28,0,28,93.3333333333333,"Industrial water withdrawal as % of total water withdrawal"
"Bolivia (Plurinational State of)",4257,30,29,0,29,96.6666666666667,"Total water withdrawal per capita"
"Bolivia (Plurinational State of)",4263,30,30,0,30,100,"Total freshwater withdrawal (primary and secondary)"
"Bolivia (Plurinational State of)",4271,30,29,0,29,96.6666666666667,"Agricultural water requirement as % of agricultural water withdrawal"
"Bolivia (Plurinational State of)",4273,30,29,0,29,96.6666666666667,"Agricultural water withdrawal as % of total renewable water resources"
"Bolivia (Plurinational State of)",4275,30,29,0,29,96.6666666666667,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources"
"Bolivia (Plurinational State of)",4300,30,30,0,30,100,"Total cultivated area drained"
"Bolivia (Plurinational State of)",4305,30,30,0,30,100,"% of total cultivated area drained"
"Bolivia (Plurinational State of)",4311,30,29,0,29,96.6666666666667,"Area equipped for full control irrigation: total"
"Bolivia (Plurinational State of)",4313,30,30,0,30,100,"Area equipped for irrigation: total"
"Bolivia (Plurinational State of)",4317,30,30,0,30,100,"Total agricultural water managed area"
"Bolivia (Plurinational State of)",4319,30,28,0,28,93.3333333333333,"% of agricultural water managed area equipped for irrigation"
"Bolivia (Plurinational State of)",4323,30,29,0,29,96.6666666666667,"% of area equipped for irrigation by groundwater"
"Bolivia (Plurinational State of)",4324,30,29,0,29,96.6666666666667,"% of area equipped for irrigation by surface water"
"Bolivia (Plurinational State of)",4325,30,30,0,30,100,"% of area equipped for irrigation by mixed surface water and groundwater"
"Bolivia (Plurinational State of)",4327,30,30,0,30,100,"% of area equipped for irrigation power irrigated"
"Bolivia (Plurinational State of)",4328,30,29,0,29,96.6666666666667,"% of the area equipped for irrigation actually irrigated"
"Bolivia (Plurinational State of)",4330,30,30,0,30,100,"% of irrigation potential equipped for irrigation"
"Bolivia (Plurinational State of)",4331,30,30,0,30,100,"% of the cultivated area equipped for irrigation"
"Bolivia (Plurinational State of)",4445,30,30,0,30,100,"% of area equipped for irrigation salinized"
"Bolivia (Plurinational State of)",4446,30,30,0,30,100,"% of area equipped for irrigation drained"
"Bolivia (Plurinational State of)",4448,30,30,0,30,100,"Other agricultural water managed area"
"Bolivia (Plurinational State of)",4450,30,29,0,29,96.6666666666667,"Freshwater withdrawal as % of internal renewable water resources"
"Bolivia (Plurinational State of)",4455,30,29,0,29,96.6666666666667,"Conservation agriculture area as % of arable land area"
"Bolivia (Plurinational State of)",4457,30,29,0,29,96.6666666666667,"Municipal water withdrawal per capita (total population)"
"Bolivia (Plurinational State of)",4458,30,18,0,18,60,"GDP per Capita"
"Bolivia (Plurinational State of)",4459,30,29,0,29,96.6666666666667,"Area equipped for full control irrigation: pressurized (sprinkler + localized)"
"Bolivia (Plurinational State of)",4462,30,30,30,0,0,"Harvested irrigated crop area as % of the full control irrigation area actually irrigated"
"Bolivia (Plurinational State of)",4463,30,29,0,29,96.6666666666667,"% of area equipped for full control irrigation actually irrigated"
"Bolivia (Plurinational State of)",4464,30,30,30,0,0,"Irrigated cropping intensity"
"Bolivia (Plurinational State of)",4466,30,30,0,30,100,"% of area equipped by direct use of treated municipal wastewater"
"Bolivia (Plurinational State of)",4467,30,28,0,28,93.3333333333333,"Freshwater withdrawal as % of total water withdrawal"
"Bolivia (Plurinational State of)",4468,30,29,0,29,96.6666666666667,"Municipal water withdrawal per capita (urban population)"
"Bolivia (Plurinational State of)",4470,30,18,0,18,60,"% of total country area cultivated"
"Bolivia (Plurinational State of)",4471,30,29,0,29,96.6666666666667,"Dam capacity per capita"
"Bolivia (Plurinational State of)",4509,30,30,0,30,100,"Exploitable: total renewable surface water"
"Bolivia (Plurinational State of)",4514,30,29,0,29,96.6666666666667,"% of area equipped for irrigation by direct use of non-treated municipal wastewater"
"Bolivia (Plurinational State of)",4531,30,29,0,29,96.6666666666667,"Industrial water withdrawal per capita"
"Bolivia (Plurinational State of)",4532,30,29,0,29,96.6666666666667,"Agricultural water withdrawal per capita"
"Bolivia (Plurinational State of)",4533,30,29,0,29,96.6666666666667,"Area equipped by direct use of treated municipal wastewater"
"Bolivia (Plurinational State of)",4534,30,29,0,29,96.6666666666667,"Area equipped by direct use of not treated municipal wastewater"
"Bolivia (Plurinational State of)",4535,30,30,0,30,100,"Direct use of treated municipal wastewater"
"Bolivia (Plurinational State of)",4536,30,18,0,18,60,"Overlap: between surface water and groundwater"
"Bolivia (Plurinational State of)",4538,30,22,0,22,73.3333333333333,"% of economically active population active in agriculture"
"Bosnia and Herzegovina",4103,17,7,0,7,41.1764705882353,"Cultivated area (arable land + permanent crops)"
"Bosnia and Herzegovina",4105,17,11,0,11,64.7058823529412,"Rural population"
"Bosnia and Herzegovina",4107,17,12,0,12,70.5882352941177,"Population density"
"Bosnia and Herzegovina",4108,17,11,0,11,64.7058823529412,"Population economically active in agriculture"
"Bosnia and Herzegovina",4150,17,11,0,11,64.7058823529412,"Long-term average annual precipitation in volume"
"Bosnia and Herzegovina",4157,17,11,0,11,64.7058823529412,"Total internal renewable water resources (IRWR)"
"Bosnia and Herzegovina",4158,17,12,0,12,70.5882352941177,"Total internal renewable water resources per capita"
"Bosnia and Herzegovina",4164,17,11,0,11,64.7058823529412,"Surface water: accounted inflow"
"Bosnia and Herzegovina",4176,17,11,0,11,64.7058823529412,"Surface water: total external renewable"
"Bosnia and Herzegovina",4182,17,11,0,11,64.7058823529412,"Water resources: total external renewable"
"Bosnia and Herzegovina",4185,17,11,0,11,64.7058823529412,"Total renewable surface water"
"Bosnia and Herzegovina",4187,17,11,0,11,64.7058823529412,"Total renewable groundwater"
"Bosnia and Herzegovina",4188,17,11,0,11,64.7058823529412,"Total renewable water resources"
"Bosnia and Herzegovina",4190,17,12,0,12,70.5882352941177,"Total renewable water resources per capita"
"Bosnia and Herzegovina",4192,17,11,0,11,64.7058823529412,"Dependency ratio"
"Bosnia and Herzegovina",4196,17,17,0,17,100,"Total exploitable water resources"
"Bosnia and Herzegovina",4253,17,17,0,17,100,"Total water withdrawal"
"Bosnia and Herzegovina",4254,17,17,0,17,100,"Agricultural water withdrawal as % of total water withdrawal"
"Bosnia and Herzegovina",4255,17,17,0,17,100,"Municipal water withdrawal as % of total withdrawal"
"Bosnia and Herzegovina",4256,17,17,0,17,100,"Industrial water withdrawal as % of total water withdrawal"
"Bosnia and Herzegovina",4257,17,16,0,16,94.1176470588235,"Total water withdrawal per capita"
"Bosnia and Herzegovina",4263,17,17,0,17,100,"Total freshwater withdrawal (primary and secondary)"
"Bosnia and Herzegovina",4271,17,17,17,0,0,"Agricultural water requirement as % of agricultural water withdrawal"
"Bosnia and Herzegovina",4273,17,17,0,17,100,"Agricultural water withdrawal as % of total renewable water resources"
"Bosnia and Herzegovina",4275,17,16,0,16,94.1176470588235,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources"
"Bosnia and Herzegovina",4300,17,17,0,17,100,"Total cultivated area drained"
"Bosnia and Herzegovina",4305,17,17,4,13,76.4705882352941,"% of total cultivated area drained"
"Bosnia and Herzegovina",4311,17,17,0,17,100,"Area equipped for full control irrigation: total"
"Bosnia and Herzegovina",4313,17,17,0,17,100,"Area equipped for irrigation: total"
"Bosnia and Herzegovina",4317,17,17,0,17,100,"Total agricultural water managed area"
"Bosnia and Herzegovina",4319,17,15,0,15,88.2352941176471,"% of agricultural water managed area equipped for irrigation"
"Bosnia and Herzegovina",4323,17,17,0,17,100,"% of area equipped for irrigation by groundwater"
"Bosnia and Herzegovina",4324,17,17,0,17,100,"% of area equipped for irrigation by surface water"
"Bosnia and Herzegovina",4325,17,17,0,17,100,"% of area equipped for irrigation by mixed surface water and groundwater"
"Bosnia and Herzegovina",4327,17,17,0,17,100,"% of area equipped for irrigation power irrigated"
"Bosnia and Herzegovina",4328,17,17,0,17,100,"% of the area equipped for irrigation actually irrigated"
"Bosnia and Herzegovina",4330,17,17,0,17,100,"% of irrigation potential equipped for irrigation"
"Bosnia and Herzegovina",4331,17,17,0,17,100,"% of the cultivated area equipped for irrigation"
"Bosnia and Herzegovina",4445,17,17,0,17,100,"% of area equipped for irrigation salinized"
"Bosnia and Herzegovina",4446,17,17,0,17,100,"% of area equipped for irrigation drained"
"Bosnia and Herzegovina",4448,17,17,0,17,100,"Other agricultural water managed area"
"Bosnia and Herzegovina",4450,17,16,0,16,94.1176470588235,"Freshwater withdrawal as % of internal renewable water resources"
"Bosnia and Herzegovina",4455,17,17,4,13,76.4705882352941,"Conservation agriculture area as % of arable land area"
"Bosnia and Herzegovina",4457,17,16,0,16,94.1176470588235,"Municipal water withdrawal per capita (total population)"
"Bosnia and Herzegovina",4458,17,12,0,12,70.5882352941177,"GDP per Capita"
"Bosnia and Herzegovina",4459,17,17,0,17,100,"Area equipped for full control irrigation: pressurized (sprinkler + localized)"
"Bosnia and Herzegovina",4462,17,17,17,0,0,"Harvested irrigated crop area as % of the full control irrigation area actually irrigated"
"Bosnia and Herzegovina",4463,17,17,17,0,0,"% of area equipped for full control irrigation actually irrigated"
"Bosnia and Herzegovina",4464,17,17,17,0,0,"Irrigated cropping intensity"
"Bosnia and Herzegovina",4466,17,17,0,17,100,"% of area equipped by direct use of treated municipal wastewater"
"Bosnia and Herzegovina",4467,17,14,0,14,82.3529411764706,"Freshwater withdrawal as % of total water withdrawal"
"Bosnia and Herzegovina",4468,17,16,0,16,94.1176470588235,"Municipal water withdrawal per capita (urban population)"
"Bosnia and Herzegovina",4470,17,11,0,11,64.7058823529412,"% of total country area cultivated"
"Bosnia and Herzegovina",4471,17,16,0,16,94.1176470588235,"Dam capacity per capita"
"Bosnia and Herzegovina",4509,17,17,0,17,100,"Exploitable: total renewable surface water"
"Bosnia and Herzegovina",4514,17,17,0,17,100,"% of area equipped for irrigation by direct use of non-treated municipal wastewater"
"Bosnia and Herzegovina",4531,17,17,0,17,100,"Industrial water withdrawal per capita"
"Bosnia and Herzegovina",4532,17,17,0,17,100,"Agricultural water withdrawal per capita"
"Bosnia and Herzegovina",4533,17,17,0,17,100,"Area equipped by direct use of treated municipal wastewater"
"Bosnia and Herzegovina",4534,17,17,0,17,100,"Area equipped by direct use of not treated municipal wastewater"
"Bosnia and Herzegovina",4535,17,17,0,17,100,"Direct use of treated municipal wastewater"
"Bosnia and Herzegovina",4536,17,11,0,11,64.7058823529412,"Overlap: between surface water and groundwater"
"Bosnia and Herzegovina",4538,17,11,0,11,64.7058823529412,"% of economically active population active in agriculture"
"Brazil",4103,32,20,0,20,62.5,"Cultivated area (arable land + permanent crops)"
"Brazil",4105,32,20,0,20,62.5,"Rural population"
"Brazil",4107,32,21,0,21,65.625,"Population density"
"Brazil",4108,32,24,0,24,75,"Population economically active in agriculture"
"Brazil",4150,32,20,0,20,62.5,"Long-term average annual precipitation in volume"
"Brazil",4157,32,20,0,20,62.5,"Total internal renewable water resources (IRWR)"
"Brazil",4158,32,21,0,21,65.625,"Total internal renewable water resources per capita"
"Brazil",4164,32,20,0,20,62.5,"Surface water: accounted inflow"
"Brazil",4176,32,20,0,20,62.5,"Surface water: total external renewable"
"Brazil",4182,32,20,0,20,62.5,"Water resources: total external renewable"
"Brazil",4185,32,20,0,20,62.5,"Total renewable surface water"
"Brazil",4187,32,20,0,20,62.5,"Total renewable groundwater"
"Brazil",4188,32,20,0,20,62.5,"Total renewable water resources"
"Brazil",4190,32,21,0,21,65.625,"Total renewable water resources per capita"
"Brazil",4192,32,20,0,20,62.5,"Dependency ratio"
"Brazil",4196,32,32,0,32,100,"Total exploitable water resources"
"Brazil",4253,32,29,0,29,90.625,"Total water withdrawal"
"Brazil",4254,32,29,0,29,90.625,"Agricultural water withdrawal as % of total water withdrawal"
"Brazil",4255,32,29,0,29,90.625,"Municipal water withdrawal as % of total withdrawal"
"Brazil",4256,32,29,0,29,90.625,"Industrial water withdrawal as % of total water withdrawal"
"Brazil",4257,32,31,0,31,96.875,"Total water withdrawal per capita"
"Brazil",4263,32,32,0,32,100,"Total freshwater withdrawal (primary and secondary)"
"Brazil",4271,32,31,0,31,96.875,"Agricultural water requirement as % of agricultural water withdrawal"
"Brazil",4273,32,32,0,32,100,"Agricultural water withdrawal as % of total renewable water resources"
"Brazil",4275,32,31,0,31,96.875,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources"
"Brazil",4300,32,32,0,32,100,"Total cultivated area drained"
"Brazil",4305,32,32,0,32,100,"% of total cultivated area drained"
"Brazil",4311,32,29,0,29,90.625,"Area equipped for full control irrigation: total"
"Brazil",4313,32,32,0,32,100,"Area equipped for irrigation: total"
"Brazil",4317,32,32,0,32,100,"Total agricultural water managed area"
"Brazil",4319,32,29,0,29,90.625,"% of agricultural water managed area equipped for irrigation"
"Brazil",4323,32,31,0,31,96.875,"% of area equipped for irrigation by groundwater"
"Brazil",4324,32,31,0,31,96.875,"% of area equipped for irrigation by surface water"
"Brazil",4325,32,32,0,32,100,"% of area equipped for irrigation by mixed surface water and groundwater"
"Brazil",4327,32,32,0,32,100,"% of area equipped for irrigation power irrigated"
"Brazil",4328,32,31,0,31,96.875,"% of the area equipped for irrigation actually irrigated"
"Brazil",4330,32,32,0,32,100,"% of irrigation potential equipped for irrigation"
"Brazil",4331,32,32,0,32,100,"% of the cultivated area equipped for irrigation"
"Brazil",4445,32,31,0,31,96.875,"% of area equipped for irrigation salinized"
"Brazil",4446,32,32,0,32,100,"% of area equipped for irrigation drained"
"Brazil",4448,32,32,0,32,100,"Other agricultural water managed area"
"Brazil",4450,32,31,0,31,96.875,"Freshwater withdrawal as % of internal renewable water resources"
"Brazil",4455,32,25,0,25,78.125,"Conservation agriculture area as % of arable land area"
"Brazil",4457,32,32,0,32,100,"Municipal water withdrawal per capita (total population)"
"Brazil",4458,32,20,0,20,62.5,"GDP per Capita"
"Brazil",4459,32,29,0,29,90.625,"Area equipped for full control irrigation: pressurized (sprinkler + localized)"
"Brazil",4462,32,31,0,31,96.875,"Harvested irrigated crop area as % of the full control irrigation area actually irrigated"
"Brazil",4463,32,31,0,31,96.875,"% of area equipped for full control irrigation actually irrigated"
"Brazil",4464,32,31,0,31,96.875,"Irrigated cropping intensity"
"Brazil",4466,32,32,0,32,100,"% of area equipped by direct use of treated municipal wastewater"
"Brazil",4467,32,28,0,28,87.5,"Freshwater withdrawal as % of total water withdrawal"
"Brazil",4468,32,32,0,32,100,"Municipal water withdrawal per capita (urban population)"
"Brazil",4470,32,20,0,20,62.5,"% of total country area cultivated"
"Brazil",4471,32,31,0,31,96.875,"Dam capacity per capita"
"Brazil",4509,32,32,0,32,100,"Exploitable: total renewable surface water"
"Brazil",4514,32,32,0,32,100,"% of area equipped for irrigation by direct use of non-treated municipal wastewater"
"Brazil",4531,32,32,0,32,100,"Industrial water withdrawal per capita"
"Brazil",4532,32,32,0,32,100,"Agricultural water withdrawal per capita"
"Brazil",4533,32,32,0,32,100,"Area equipped by direct use of treated municipal wastewater"
"Brazil",4534,32,32,0,32,100,"Area equipped by direct use of not treated municipal wastewater"
"Brazil",4535,32,31,0,31,96.875,"Direct use of treated municipal wastewater"
"Brazil",4536,32,20,0,20,62.5,"Overlap: between surface water and groundwater"
"Brazil",4538,32,24,0,24,75,"% of economically active population active in agriculture"
"Cameroon",4103,25,13,0,13,52,"Cultivated area (arable land + permanent crops)"
"Cameroon",4105,25,13,0,13,52,"Rural population"
"Cameroon",4107,25,14,0,14,56,"Population density"
"Cameroon",4108,25,17,0,17,68,"Population economically active in agriculture"
"Cameroon",4150,25,13,0,13,52,"Long-term average annual precipitation in volume"
"Cameroon",4157,25,13,0,13,52,"Total internal renewable water resources (IRWR)"
"Cameroon",4158,25,14,0,14,56,"Total internal renewable water resources per capita"
"Cameroon",4164,25,13,0,13,52,"Surface water: accounted inflow"
"Cameroon",4176,25,13,0,13,52,"Surface water: total external renewable"
"Cameroon",4182,25,13,0,13,52,"Water resources: total external renewable"
"Cameroon",4185,25,13,0,13,52,"Total renewable surface water"
"Cameroon",4187,25,13,0,13,52,"Total renewable groundwater"
"Cameroon",4188,25,13,0,13,52,"Total renewable water resources"
"Cameroon",4190,25,14,0,14,56,"Total renewable water resources per capita"
"Cameroon",4192,25,13,0,13,52,"Dependency ratio"
"Cameroon",4196,25,25,0,25,100,"Total exploitable water resources"
"Cameroon",4253,25,22,0,22,88,"Total water withdrawal"
"Cameroon",4254,25,22,0,22,88,"Agricultural water withdrawal as % of total water withdrawal"
"Cameroon",4255,25,22,0,22,88,"Municipal water withdrawal as % of total withdrawal"
"Cameroon",4256,25,22,0,22,88,"Industrial water withdrawal as % of total water withdrawal"
"Cameroon",4257,25,23,0,23,92,"Total water withdrawal per capita"
"Cameroon",4263,25,25,0,25,100,"Total freshwater withdrawal (primary and secondary)"
"Cameroon",4271,25,24,0,24,96,"Agricultural water requirement as % of agricultural water withdrawal"
"Cameroon",4273,25,23,0,23,92,"Agricultural water withdrawal as % of total renewable water resources"
"Cameroon",4275,25,23,0,23,92,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources"
"Cameroon",4300,25,25,0,25,100,"Total cultivated area drained"
"Cameroon",4305,25,25,0,25,100,"% of total cultivated area drained"
"Cameroon",4311,25,25,0,25,100,"Area equipped for full control irrigation: total"
"Cameroon",4313,25,24,0,24,96,"Area equipped for irrigation: total"
"Cameroon",4317,25,25,0,25,100,"Total agricultural water managed area"
"Cameroon",4319,25,23,0,23,92,"% of agricultural water managed area equipped for irrigation"
"Cameroon",4323,25,24,0,24,96,"% of area equipped for irrigation by groundwater"
"Cameroon",4324,25,24,0,24,96,"% of area equipped for irrigation by surface water"
"Cameroon",4325,25,25,0,25,100,"% of area equipped for irrigation by mixed surface water and groundwater"
"Cameroon",4327,25,25,0,25,100,"% of area equipped for irrigation power irrigated"
"Cameroon",4328,25,25,0,25,100,"% of the area equipped for irrigation actually irrigated"
"Cameroon",4330,25,24,0,24,96,"% of irrigation potential equipped for irrigation"
